epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,446.034,1.67427,1.96559,1.42254,0.51685,0.29292,0.28399,0.16005,1.79371,2.47679,1.58934,0.0670164,0.000333168,0.000333168
2,876.124,1.60252,1.71962,1.39362,0.42318,0.33269,0.33019,0.18797,1.6797,2.00492,1.534,0.0340098,0.000659903,0.000659903
3,1302.13,1.53088,1.59045,1.35516,0.47677,0.4019,0.38903,0.22417,1.58115,1.77197,1.46797,0.000996589,0.000980038,0.000980038
4,1724.97,1.47027,1.47621,1.32051,0.51251,0.44131,0.43975,0.25787,1.50632,1.5979,1.43552,0.0009703,0.0009703,0.0009703
5,2148.51,1.41626,1.37043,1.2861,0.61333,0.45168,0.46571,0.27289,1.46773,1.52757,1.38446,0.0009604,0.0009604,0.0009604
6,2571.41,1.39032,1.32238,1.27464,0.58182,0.48098,0.4825,0.28879,1.43528,1.47544,1.3677,0.0009505,0.0009505,0.0009505
7,2994.01,1.36015,1.2764,1.25519,0.57909,0.48954,0.49799,0.29501,1.42215,1.42994,1.35451,0.0009406,0.0009406,0.0009406
8,3416.78,1.33021,1.22419,1.23908,0.61629,0.51577,0.52025,0.31319,1.38356,1.38679,1.35007,0.0009307,0.0009307,0.0009307
9,3839.74,1.30902,1.18313,1.22555,0.63578,0.52303,0.53728,0.32898,1.38856,1.3562,1.33612,0.0009208,0.0009208,0.0009208
10,4262.78,1.29923,1.1743,1.22389,0.64085,0.53507,0.55337,0.33997,1.34497,1.28025,1.3168,0.0009109,0.0009109,0.0009109
11,4685.37,1.28124,1.14373,1.20943,0.64947,0.54538,0.56047,0.34543,1.34134,1.26195,1.31602,0.000901,0.000901,0.000901
12,5107.32,1.26885,1.12417,1.20602,0.63428,0.55448,0.55714,0.3444,1.32531,1.24272,1.30116,0.0008911,0.0008911,0.0008911
13,5529.63,1.25759,1.09664,1.19392,0.66661,0.54943,0.57682,0.3588,1.30736,1.20874,1.29281,0.0008812,0.0008812,0.0008812
14,5951.93,1.23702,1.07919,1.18763,0.671,0.57062,0.58971,0.36938,1.29761,1.19024,1.27908,0.0008713,0.0008713,0.0008713
15,6373.04,1.24197,1.07551,1.19114,0.69176,0.55807,0.59649,0.3734,1.29656,1.17726,1.27878,0.0008614,0.0008614,0.0008614
16,6794.31,1.22382,1.04851,1.17884,0.68285,0.57303,0.59906,0.37362,1.27928,1.16623,1.27704,0.0008515,0.0008515,0.0008515
17,7217.79,1.22184,1.04427,1.18024,0.68112,0.58948,0.60714,0.38372,1.27627,1.15405,1.26906,0.0008416,0.0008416,0.0008416
18,7640.92,1.20266,1.01769,1.17072,0.69785,0.579,0.60892,0.38477,1.27052,1.11022,1.26637,0.0008317,0.0008317,0.0008317
19,8062.51,1.20205,1.00923,1.16489,0.70434,0.59433,0.62021,0.39412,1.25852,1.11048,1.25885,0.0008218,0.0008218,0.0008218
20,8483.95,1.1944,1.00657,1.16401,0.70551,0.58735,0.62168,0.39802,1.25771,1.10473,1.25509,0.0008119,0.0008119,0.0008119
21,8905.77,1.1881,0.98315,1.15362,0.67887,0.60798,0.6243,0.39935,1.24402,1.09206,1.24629,0.000802,0.000802,0.000802
22,9328.84,1.17762,0.97391,1.15008,0.71873,0.59657,0.63045,0.4037,1.2466,1.08021,1.2484,0.0007921,0.0007921,0.0007921
23,9751.69,1.17056,0.97114,1.1494,0.70261,0.60579,0.62849,0.40577,1.23523,1.06953,1.23916,0.0007822,0.0007822,0.0007822
24,10175.1,1.17049,0.95756,1.14645,0.71536,0.60916,0.63602,0.40674,1.24078,1.06408,1.25031,0.0007723,0.0007723,0.0007723
25,10597.5,1.16374,0.95716,1.14648,0.71804,0.63233,0.65304,0.41917,1.23425,1.0398,1.2384,0.0007624,0.0007624,0.0007624
26,11020.1,1.159,0.94258,1.13914,0.72896,0.62275,0.65864,0.42712,1.21699,1.03037,1.23046,0.0007525,0.0007525,0.0007525
27,11442.5,1.15408,0.93457,1.1392,0.71403,0.62027,0.6535,0.42681,1.21686,1.02879,1.22857,0.0007426,0.0007426,0.0007426
28,11863.6,1.14034,0.92104,1.12909,0.72402,0.61514,0.65646,0.42858,1.21004,1.01907,1.22347,0.0007327,0.0007327,0.0007327
29,12284.9,1.13734,0.91108,1.1272,0.74572,0.61994,0.6637,0.43306,1.20479,1.01095,1.222,0.0007228,0.0007228,0.0007228
30,12707.3,1.13044,0.91385,1.12386,0.74213,0.63371,0.66988,0.4355,1.20628,1.0048,1.22296,0.0007129,0.0007129,0.0007129
31,13129.9,1.13024,0.90813,1.11849,0.7429,0.62935,0.66993,0.43946,1.19879,0.99409,1.21403,0.000703,0.000703,0.000703
32,13557.8,1.12953,0.89901,1.12238,0.7363,0.64389,0.67328,0.43982,1.1941,0.98687,1.21408,0.0006931,0.0006931,0.0006931
33,13981.7,1.11846,0.89022,1.11359,0.73767,0.64349,0.67831,0.44256,1.19316,0.9757,1.21387,0.0006832,0.0006832,0.0006832
34,14404.8,1.11637,0.88689,1.11377,0.72847,0.65003,0.67823,0.44484,1.1923,0.97053,1.21266,0.0006733,0.0006733,0.0006733
35,14827.5,1.11384,0.88517,1.11265,0.75332,0.64267,0.67959,0.44612,1.18837,0.97077,1.21159,0.0006634,0.0006634,0.0006634
36,15250.8,1.11024,0.87714,1.11396,0.73596,0.64834,0.68056,0.44779,1.18428,0.9654,1.20881,0.0006535,0.0006535,0.0006535
37,15674.3,1.10939,0.86281,1.10828,0.75046,0.64715,0.68121,0.45068,1.18674,0.9585,1.21057,0.0006436,0.0006436,0.0006436
38,16096.4,1.10197,0.8658,1.10706,0.73635,0.6548,0.6825,0.45011,1.18025,0.9543,1.20459,0.0006337,0.0006337,0.0006337
39,16518.1,1.09358,0.84984,1.10189,0.73947,0.65559,0.68724,0.45345,1.18076,0.95485,1.2036,0.0006238,0.0006238,0.0006238
40,16939.8,1.08857,0.85113,1.10152,0.73682,0.65576,0.6864,0.45248,1.17739,0.95547,1.20187,0.0006139,0.0006139,0.0006139
41,17361.3,1.0811,0.83418,1.09181,0.74377,0.65073,0.68699,0.45406,1.17392,0.95513,1.19952,0.000604,0.000604,0.000604
42,17783.4,1.08165,0.83751,1.09721,0.73448,0.66114,0.68985,0.45712,1.17241,0.9526,1.2003,0.0005941,0.0005941,0.0005941
43,18205.8,1.07623,0.83172,1.09066,0.74222,0.66395,0.69339,0.46126,1.17079,0.94664,1.19879,0.0005842,0.0005842,0.0005842
44,18628.1,1.07795,0.8266,1.09238,0.75908,0.65295,0.69328,0.46132,1.17169,0.94085,1.19904,0.0005743,0.0005743,0.0005743
45,19049.9,1.06653,0.81915,1.0866,0.74974,0.66098,0.69442,0.46141,1.16908,0.93954,1.19678,0.0005644,0.0005644,0.0005644
46,19471.7,1.0678,0.81557,1.08649,0.7582,0.66244,0.69865,0.46299,1.16689,0.93177,1.19548,0.0005545,0.0005545,0.0005545
47,19893.7,1.063,0.8114,1.08761,0.75099,0.66689,0.70031,0.46424,1.16619,0.9287,1.1948,0.0005446,0.0005446,0.0005446
48,20315.3,1.05647,0.80204,1.0823,0.74601,0.67384,0.7007,0.46446,1.16585,0.92501,1.19333,0.0005347,0.0005347,0.0005347
49,20737,1.05468,0.80022,1.08065,0.75029,0.66893,0.69987,0.46404,1.165,0.92066,1.19183,0.0005248,0.0005248,0.0005248
50,21159.7,1.05178,0.79985,1.08164,0.75296,0.6665,0.70153,0.46504,1.16436,0.91771,1.19179,0.0005149,0.0005149,0.0005149
51,21582.9,1.05103,0.79968,1.07843,0.75139,0.66961,0.703,0.46626,1.16389,0.91726,1.19125,0.000505,0.000505,0.000505
52,22006,1.04867,0.79179,1.07831,0.75556,0.6683,0.70385,0.46742,1.16366,0.91536,1.19139,0.0004951,0.0004951,0.0004951
53,22429.2,1.04308,0.78443,1.07334,0.75946,0.66384,0.70621,0.46948,1.1643,0.91607,1.19172,0.0004852,0.0004852,0.0004852
54,22851.5,1.04239,0.77906,1.07539,0.74749,0.67082,0.70619,0.4706,1.16325,0.91621,1.19153,0.0004753,0.0004753,0.0004753
55,23273.4,1.03473,0.77713,1.07144,0.74773,0.67331,0.7069,0.47148,1.16229,0.91473,1.19111,0.0004654,0.0004654,0.0004654
56,23695.4,1.02688,0.76907,1.06702,0.74788,0.6735,0.70787,0.47239,1.16166,0.91385,1.19106,0.0004555,0.0004555,0.0004555
57,24116.8,1.02716,0.7665,1.068,0.74959,0.67472,0.70887,0.47358,1.16061,0.9128,1.1904,0.0004456,0.0004456,0.0004456
58,24538.3,1.0233,0.76546,1.06447,0.75628,0.66868,0.70923,0.47424,1.16014,0.91246,1.1899,0.0004357,0.0004357,0.0004357
59,24960.9,1.02254,0.75461,1.06441,0.75207,0.67173,0.70911,0.47477,1.15952,0.91154,1.18923,0.0004258,0.0004258,0.0004258
60,25383.8,1.01808,0.75648,1.06139,0.75265,0.67473,0.71032,0.47556,1.15879,0.91018,1.18881,0.0004159,0.0004159,0.0004159
61,25806.3,1.01621,0.74931,1.05991,0.75996,0.66672,0.71075,0.47619,1.15826,0.9089,1.18852,0.000406,0.000406,0.000406
62,26228.9,1.01201,0.74384,1.05803,0.76013,0.6672,0.71108,0.47694,1.15729,0.90878,1.18794,0.0003961,0.0003961,0.0003961
63,26650.8,1.0098,0.73863,1.05744,0.75226,0.67364,0.71129,0.47701,1.1567,0.90826,1.1875,0.0003862,0.0003862,0.0003862
64,27072.1,1.00938,0.74415,1.06079,0.75405,0.6744,0.71262,0.47755,1.15611,0.90823,1.18728,0.0003763,0.0003763,0.0003763
65,27493.7,1.00338,0.73777,1.05439,0.75601,0.67688,0.7132,0.47799,1.15546,0.90797,1.1867,0.0003664,0.0003664,0.0003664
66,27915.9,0.99733,0.73061,1.0542,0.75762,0.67638,0.71352,0.47806,1.15489,0.90733,1.18618,0.0003565,0.0003565,0.0003565
67,28345.2,1.00075,0.73958,1.05524,0.75991,0.67435,0.7135,0.47837,1.15465,0.90707,1.18579,0.0003466,0.0003466,0.0003466
68,28769.6,0.98903,0.71535,1.04569,0.76788,0.67009,0.71455,0.47868,1.15421,0.9069,1.18546,0.0003367,0.0003367,0.0003367
69,29193.5,0.9896,0.72025,1.04717,0.77272,0.66732,0.71413,0.47858,1.15388,0.90659,1.18512,0.0003268,0.0003268,0.0003268
70,29618.4,0.99003,0.71797,1.04878,0.76783,0.67071,0.71419,0.47834,1.15374,0.90641,1.18527,0.0003169,0.0003169,0.0003169
71,30043.1,0.98192,0.71536,1.04573,0.76769,0.67139,0.71428,0.47897,1.15319,0.90599,1.18491,0.000307,0.000307,0.000307
72,30468.1,0.98727,0.71747,1.04883,0.76929,0.67034,0.71442,0.4791,1.15281,0.90548,1.18468,0.0002971,0.0002971,0.0002971
73,30891.8,0.97704,0.70612,1.04065,0.7678,0.6711,0.7147,0.47924,1.15261,0.90517,1.18476,0.0002872,0.0002872,0.0002872
74,31315.8,0.97675,0.70756,1.04143,0.76911,0.67138,0.71534,0.47953,1.15237,0.90508,1.18438,0.0002773,0.0002773,0.0002773
75,31739.8,0.97415,0.70379,1.04328,0.77031,0.67106,0.71564,0.47981,1.15197,0.90473,1.18426,0.0002674,0.0002674,0.0002674
76,32163.2,0.96851,0.6948,1.03652,0.77093,0.67035,0.71575,0.47972,1.15161,0.90472,1.18412,0.0002575,0.0002575,0.0002575
77,32585.9,0.96667,0.68954,1.03646,0.76749,0.67466,0.7162,0.48003,1.15157,0.90439,1.18399,0.0002476,0.0002476,0.0002476
78,33008.4,0.96007,0.68459,1.03525,0.76806,0.67483,0.71661,0.48005,1.15177,0.90387,1.18427,0.0002377,0.0002377,0.0002377
