epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,44.1803,1.90679,2.27216,1.14373,0.66433,0.24506,0.25649,0.1488,1.61765,1.38697,1.03512,0.000173363,0.000173363,0.000173363
2,84.9985,1.62927,1.25094,1.03133,0.63725,0.28235,0.30644,0.17439,1.58944,1.28786,1.00831,0.000345245,0.000345245,0.000345245
3,124.999,1.58026,1.15613,1.00859,0.60469,0.29265,0.30928,0.17394,1.59244,1.28828,1.0135,0.000513654,0.000513654,0.000513654
4,165.537,1.53468,1.1115,1.00082,0.60929,0.32197,0.34028,0.19901,1.53799,1.20127,0.99824,0.000510378,0.000510378,0.000510378
5,205.347,1.50894,1.04696,0.99652,0.60147,0.33377,0.35714,0.20965,1.50525,1.1619,0.983,0.00050517,0.00050517,0.00050517
6,246.768,1.55338,1.00399,0.98897,0.68834,0.34517,0.37739,0.21952,1.55666,1.03806,0.98777,0.000499963,0.000499963,0.000499963
7,286.644,1.46287,0.95321,0.97765,0.61575,0.35753,0.37955,0.22518,1.47177,1.04142,0.97348,0.000494756,0.000494756,0.000494756
8,328.587,1.44314,0.94382,0.97783,0.65851,0.35515,0.38992,0.2285,1.48063,1.04238,0.96938,0.000489548,0.000489548,0.000489548
9,368.386,1.42908,0.91685,0.96443,0.66841,0.38727,0.4077,0.24563,1.43991,0.98908,0.9641,0.000484341,0.000484341,0.000484341
10,407.558,1.38302,0.88754,0.95073,0.64234,0.38849,0.41878,0.25384,1.47744,1.06744,0.96041,0.000479133,0.000479133,0.000479133
11,449.585,1.36431,0.84089,0.94647,0.6587,0.40398,0.43881,0.27087,1.36431,0.91676,0.95089,0.000473926,0.000473926,0.000473926
12,491.152,1.35986,0.82725,0.94303,0.62295,0.39927,0.43117,0.26307,1.40571,0.91919,0.95163,0.000468719,0.000468719,0.000468719
13,531.762,1.36871,0.83473,0.94774,0.62619,0.41703,0.43724,0.2639,1.39977,0.91839,0.9561,0.000463511,0.000463511,0.000463511
14,572.21,1.33329,0.81183,0.93326,0.68013,0.42088,0.45503,0.27283,1.37412,0.88995,0.94393,0.000458304,0.000458304,0.000458304
15,613.952,1.31952,0.80341,0.93449,0.69512,0.39183,0.4375,0.2673,1.39003,0.92732,0.94682,0.000453096,0.000453096,0.000453096
16,653.065,1.30784,0.78119,0.93182,0.71907,0.40203,0.444,0.27264,1.35157,0.9036,0.93453,0.000447889,0.000447889,0.000447889
17,693.59,1.30355,0.77423,0.92869,0.69895,0.41443,0.45903,0.28462,1.34702,0.89589,0.94143,0.000442682,0.000442682,0.000442682
18,734.304,1.2886,0.77853,0.92823,0.70113,0.41887,0.45186,0.27639,1.34643,0.88216,0.93976,0.000437474,0.000437474,0.000437474
19,774.466,1.28242,0.76572,0.91871,0.68803,0.41907,0.45753,0.2865,1.33164,0.88634,0.93648,0.000432267,0.000432267,0.000432267
20,815.687,1.27435,0.76477,0.92687,0.72467,0.40834,0.45726,0.27725,1.36382,0.91008,0.9416,0.000427059,0.000427059,0.000427059
21,856.785,1.22921,0.7415,0.91608,0.71862,0.42195,0.46024,0.28804,1.33538,0.89177,0.935,0.000421852,0.000421852,0.000421852
22,894.605,1.24579,0.73421,0.91783,0.71154,0.40243,0.45361,0.28493,1.32574,0.883,0.9333,0.000416645,0.000416645,0.000416645
23,935.419,1.25583,0.74703,0.91953,0.70549,0.43096,0.46508,0.28778,1.32026,0.87106,0.93049,0.000411437,0.000411437,0.000411437
24,974.427,1.23939,0.732,0.91132,0.73205,0.40529,0.4579,0.28845,1.34241,0.90792,0.93693,0.00040623,0.00040623,0.00040623
25,1013.71,1.24394,0.72992,0.91216,0.71318,0.42047,0.46562,0.28687,1.33736,0.91053,0.93056,0.000401022,0.000401022,0.000401022
26,1052.9,1.24472,0.72634,0.91314,0.72114,0.43752,0.46808,0.28482,1.36072,0.83094,0.9349,0.000395815,0.000395815,0.000395815
