epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.8899,2.35484,4.00748,1.24631,0.80193,0.07571,0.08003,0.05093,2.21251,3.03738,1.12379,0.000173363,0.000173363,0.000173363
2,82.7789,2.17168,2.41622,1.10639,0.46098,0.17468,0.15598,0.08877,2.03157,2.00333,1.10483,0.000345245,0.000345245,0.000345245
3,122.358,2.01376,1.85254,1.07471,0.47425,0.20705,0.18999,0.10331,1.93991,1.70674,1.0651,0.000513654,0.000513654,0.000513654
4,161.182,1.9161,1.63984,1.05891,0.52896,0.22694,0.22579,0.1226,1.87272,1.55214,1.04923,0.000510378,0.000510378,0.000510378
5,201.361,1.84097,1.49815,1.04017,0.58002,0.22949,0.2332,0.12941,1.81212,1.50837,1.02299,0.00050517,0.00050517,0.00050517
6,242.651,1.87005,1.48174,1.03055,0.5297,0.24683,0.24411,0.13665,1.82975,1.45765,1.01667,0.000499963,0.000499963,0.000499963
7,282.785,1.7953,1.392,1.02752,0.64998,0.2591,0.27556,0.15709,1.7577,1.42169,1.01604,0.000494756,0.000494756,0.000494756
8,322.956,1.75459,1.36378,1.01867,0.58498,0.26936,0.27167,0.15227,1.77974,1.3789,1.00135,0.000489548,0.000489548,0.000489548
9,361.816,1.75302,1.31839,1.00689,0.57031,0.27839,0.28878,0.16817,1.71408,1.31588,0.99237,0.000484341,0.000484341,0.000484341
10,400.855,1.70438,1.2887,0.99991,0.6176,0.27964,0.28334,0.15926,1.81013,1.34974,1.01007,0.000479133,0.000479133,0.000479133
11,440.667,1.68032,1.23262,0.99001,0.68597,0.29345,0.30879,0.17847,1.68689,1.2865,0.98536,0.000473926,0.000473926,0.000473926
12,479.842,1.68596,1.2201,0.99283,0.66038,0.28798,0.30659,0.17522,1.69909,1.27711,0.9889,0.000468719,0.000468719,0.000468719
13,519.4,1.66704,1.22703,0.99193,0.70109,0.30309,0.31986,0.18492,1.65875,1.27095,0.98013,0.000463511,0.000463511,0.000463511
14,559.153,1.67469,1.19255,0.98307,0.67389,0.30867,0.32477,0.18819,1.63258,1.22,0.98075,0.000458304,0.000458304,0.000458304
15,597.366,1.6452,1.16911,0.9831,0.67786,0.31327,0.32232,0.18547,1.65119,1.26538,0.9766,0.000453096,0.000453096,0.000453096
16,637.548,1.59603,1.13138,0.97305,0.74979,0.3154,0.34708,0.2022,1.6164,1.19501,0.97278,0.000447889,0.000447889,0.000447889
17,676.377,1.62441,1.15567,0.978,0.66467,0.31918,0.33505,0.19587,1.62937,1.20967,0.97218,0.000442682,0.000442682,0.000442682
18,715.709,1.61425,1.15246,0.97778,0.62702,0.31719,0.34157,0.20021,1.61277,1.20176,0.96997,0.000437474,0.000437474,0.000437474
19,756.897,1.60224,1.1042,0.96864,0.6304,0.32838,0.35186,0.20601,1.6043,1.1593,0.96785,0.000432267,0.000432267,0.000432267
20,796.243,1.5975,1.10346,0.97416,0.66279,0.33092,0.35037,0.20678,1.58735,1.13371,0.9656,0.000427059,0.000427059,0.000427059
21,835.884,1.54465,1.07537,0.96622,0.6746,0.31811,0.34734,0.20321,1.61828,1.16522,0.96804,0.000421852,0.000421852,0.000421852
22,873.664,1.56511,1.06688,0.96521,0.67467,0.32347,0.35236,0.20983,1.59867,1.14073,0.96931,0.000416645,0.000416645,0.000416645
23,914.334,1.57392,1.07017,0.96489,0.66424,0.33089,0.35846,0.21141,1.58378,1.1501,0.96251,0.000411437,0.000411437,0.000411437
24,953.622,1.5543,1.05125,0.95894,0.64925,0.31952,0.3588,0.21212,1.60441,1.16523,0.96819,0.00040623,0.00040623,0.00040623
25,994.344,1.5641,1.05252,0.96136,0.68762,0.32859,0.36472,0.21355,1.56887,1.13795,0.96055,0.000401022,0.000401022,0.000401022
26,1032.3,1.54429,1.03802,0.95809,0.6591,0.32947,0.35517,0.20825,1.6361,1.11661,0.96568,0.000395815,0.000395815,0.000395815
27,1071.58,1.50856,1.01499,0.95045,0.68371,0.33132,0.36383,0.21652,1.57907,1.10772,0.95781,0.000390608,0.000390608,0.000390608
28,1111.77,1.55175,1.03446,0.95515,0.67358,0.33885,0.36768,0.21837,1.56072,1.14648,0.95601,0.0003854,0.0003854,0.0003854
29,1150.57,1.54457,1.00272,0.94743,0.70846,0.33499,0.37338,0.22004,1.57688,1.10989,0.96132,0.000380193,0.000380193,0.000380193
30,1190.67,1.53952,1.00041,0.94626,0.67933,0.32686,0.3606,0.21444,1.59272,1.12823,0.96058,0.000374985,0.000374985,0.000374985
31,1229.38,1.52115,0.99118,0.94504,0.60029,0.33456,0.36757,0.21953,1.5583,1.09149,0.9563,0.000369778,0.000369778,0.000369778
32,1268.39,1.52873,0.99997,0.94734,0.63407,0.35158,0.37739,0.22292,1.54191,1.06417,0.94944,0.000364571,0.000364571,0.000364571
33,1308.05,1.51487,0.97158,0.94086,0.67062,0.35085,0.37975,0.2274,1.53434,1.0608,0.9512,0.000359363,0.000359363,0.000359363
34,1347.47,1.52005,0.98388,0.94383,0.67084,0.34563,0.3843,0.23121,1.51827,1.04273,0.94863,0.000354156,0.000354156,0.000354156
35,1386.17,1.50686,0.97306,0.94443,0.58414,0.36063,0.38398,0.2316,1.51656,1.04052,0.94691,0.000348948,0.000348948,0.000348948
36,1426,1.49288,0.96035,0.94348,0.62186,0.3692,0.38479,0.22674,1.53417,1.07562,0.9509,0.000343741,0.000343741,0.000343741
37,1465.39,1.50048,0.97952,0.94322,0.67819,0.3506,0.38045,0.22853,1.53882,1.06051,0.94813,0.000338534,0.000338534,0.000338534
38,1504.58,1.49623,0.95625,0.94075,0.68646,0.3403,0.37519,0.2272,1.52954,1.07091,0.94987,0.000333326,0.000333326,0.000333326
39,1545.68,1.51071,0.96333,0.94349,0.61958,0.34635,0.38204,0.23065,1.52122,1.05431,0.94854,0.000328119,0.000328119,0.000328119
40,1585.88,1.46178,0.95082,0.93501,0.60476,0.35264,0.38285,0.23224,1.52769,1.03292,0.94563,0.000322911,0.000322911,0.000322911
41,1624.42,1.44981,0.94731,0.93696,0.65124,0.34831,0.38557,0.23157,1.54567,1.051,0.94759,0.000317704,0.000317704,0.000317704
42,1662.66,1.45811,0.91103,0.93342,0.70691,0.34715,0.38449,0.23414,1.50347,1.02462,0.94094,0.000312497,0.000312497,0.000312497
43,1701.58,1.46014,0.92098,0.92936,0.63922,0.36292,0.38593,0.23226,1.52336,1.03115,0.94887,0.000307289,0.000307289,0.000307289
