epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.3615,1.94055,2.2578,1.15599,0.56452,0.24734,0.25077,0.14591,1.65845,1.52468,1.01995,0.000173363,0.000173363,0.000173363
2,83.2392,1.67445,1.28846,1.03433,0.62939,0.29439,0.3127,0.18179,1.57264,1.25188,1.01033,0.000345245,0.000345245,0.000345245
3,123.341,1.61366,1.18712,1.01242,0.53551,0.30856,0.31232,0.18204,1.56471,1.32281,1.00154,0.000513654,0.000513654,0.000513654
4,163.6,1.55424,1.10593,0.99873,0.61256,0.31886,0.32979,0.19125,1.54948,1.25742,0.98338,0.000510378,0.000510378,0.000510378
5,203.072,1.51263,1.04063,0.99023,0.65276,0.33559,0.36237,0.21075,1.49041,1.15241,0.98098,0.00050517,0.00050517,0.00050517
6,245.423,1.56561,1.03642,0.98687,0.67253,0.34647,0.36659,0.211,1.55149,1.13713,0.97965,0.000499963,0.000499963,0.000499963
7,286.225,1.48064,0.97928,0.97745,0.72061,0.33172,0.38366,0.22202,1.47331,1.16653,0.96927,0.000494756,0.000494756,0.000494756
8,327.626,1.45703,0.96077,0.97285,0.67303,0.36221,0.39484,0.23273,1.47071,1.03839,0.96028,0.000489548,0.000489548,0.000489548
9,366.667,1.44285,0.94097,0.96251,0.68772,0.36739,0.39494,0.2334,1.427,0.97963,0.95782,0.000484341,0.000484341,0.000484341
10,405.602,1.39581,0.90635,0.95087,0.63273,0.39245,0.41323,0.23994,1.47836,0.99779,0.96045,0.000479133,0.000479133,0.000479133
11,445.369,1.37896,0.87462,0.94486,0.6983,0.38151,0.41306,0.24971,1.3995,1.06619,0.94947,0.000473926,0.000473926,0.000473926
12,484.072,1.37291,0.86633,0.94316,0.66748,0.37838,0.41478,0.25051,1.41139,0.99767,0.95347,0.000468719,0.000468719,0.000468719
13,523.259,1.36821,0.87084,0.94555,0.72439,0.3808,0.42166,0.25311,1.41428,0.99822,0.94725,0.000463511,0.000463511,0.000463511
14,562.974,1.3676,0.84355,0.93688,0.66045,0.4056,0.44394,0.26619,1.36726,0.90772,0.93992,0.000458304,0.000458304,0.000458304
